chunk_id,timestamp_utc,category,subtopic,domain,tag
e4352395820b187ec6bf2eb2d7110d99f703ace1deb3e91ca71db6a32fdf97dd,2024-07-01T18:27:42.856000+00:00,Business,tecnología electoral,electronic_voting,Gmail
e4352395820b187ec6bf2eb2d7110d99f703ace1deb3e91ca71db6a32fdf97dd,2024-07-01T18:27:42.856000+00:00,Business,tecnología electoral,electronic_voting,autenticación
e4352395820b187ec6bf2eb2d7110d99f703ace1deb3e91ca71db6a32fdf97dd,2024-07-01T18:27:42.856000+00:00,Business,tecnología electoral,electronic_voting,ciberseguridad
e4352395820b187ec6bf2eb2d7110d99f703ace1deb3e91ca71db6a32fdf97dd,2024-07-01T18:27:42.856000+00:00,Business,tecnología electoral,electronic_voting,privacidad
e4352395820b187ec6bf2eb2d7110d99f703ace1deb3e91ca71db6a32fdf97dd,2024-07-01T18:27:42.856000+00:00,Business,tecnología electoral,electronic_voting,gestión de datos
7ac4b166f1a9c2eb8e1e4cdd99ad272ba24ec939e859d5620b540f475c5b7ebf,2024-07-01T18:45:02.667000+00:00,Business,Faculty Administration,procedural_communication,proposal
7ac4b166f1a9c2eb8e1e4cdd99ad272ba24ec939e859d5620b540f475c5b7ebf,2024-07-01T18:45:02.667000+00:00,Business,Faculty Administration,procedural_communication,electoral process
7ac4b166f1a9c2eb8e1e4cdd99ad272ba24ec939e859d5620b540f475c5b7ebf,2024-07-01T18:45:02.667000+00:00,Business,Faculty Administration,procedural_communication,modernization
7ac4b166f1a9c2eb8e1e4cdd99ad272ba24ec939e859d5620b540f475c5b7ebf,2024-07-01T18:45:02.667000+00:00,Business,Faculty Administration,procedural_communication,data science
7ac4b166f1a9c2eb8e1e4cdd99ad272ba24ec939e859d5620b540f475c5b7ebf,2024-07-01T18:45:02.667000+00:00,Business,Faculty Administration,procedural_communication,faculty governance
cebf747a4d112163110b816d117700f4334e84ec1f276094bec0b04233f230d8,2024-07-01T18:48:36.531000+00:00,Business,Meeting Strategies,electoral_process_modernization,electoral processes
cebf747a4d112163110b816d117700f4334e84ec1f276094bec0b04233f230d8,2024-07-01T18:48:36.531000+00:00,Business,Meeting Strategies,electoral_process_modernization,modernization
cebf747a4d112163110b816d117700f4334e84ec1f276094bec0b04233f230d8,2024-07-01T18:48:36.531000+00:00,Business,Meeting Strategies,electoral_process_modernization,digitalization
cebf747a4d112163110b816d117700f4334e84ec1f276094bec0b04233f230d8,2024-07-01T18:48:36.531000+00:00,Business,Meeting Strategies,electoral_process_modernization,FCEN
cebf747a4d112163110b816d117700f4334e84ec1f276094bec0b04233f230d8,2024-07-01T18:48:36.531000+00:00,Business,Meeting Strategies,electoral_process_modernization,meeting strategy
bb758802eb1082630cc00662efef01b88f3ffcd7a13c441ebb2ebcdd752d4fdd,2024-07-01T18:52:23.599000+00:00,Business,Change Management,communication,rejection
bb758802eb1082630cc00662efef01b88f3ffcd7a13c441ebb2ebcdd752d4fdd,2024-07-01T18:52:23.599000+00:00,Business,Change Management,communication,objections
bb758802eb1082630cc00662efef01b88f3ffcd7a13c441ebb2ebcdd752d4fdd,2024-07-01T18:52:23.599000+00:00,Business,Change Management,communication,change management
bb758802eb1082630cc00662efef01b88f3ffcd7a13c441ebb2ebcdd752d4fdd,2024-07-01T18:52:23.599000+00:00,Business,Change Management,communication,communication
bb758802eb1082630cc00662efef01b88f3ffcd7a13c441ebb2ebcdd752d4fdd,2024-07-01T18:52:23.599000+00:00,Business,Change Management,communication,strategies
7dc147d97e5b3ce73c70ea3aec55c0d987f8d7f47d8180753853bc48d75911ae,2024-07-01T18:52:28.723000+00:00,Business,gestión del cambio,communication,comunicación
7dc147d97e5b3ce73c70ea3aec55c0d987f8d7f47d8180753853bc48d75911ae,2024-07-01T18:52:28.723000+00:00,Business,gestión del cambio,communication,estrategia
7dc147d97e5b3ce73c70ea3aec55c0d987f8d7f47d8180753853bc48d75911ae,2024-07-01T18:52:28.723000+00:00,Business,gestión del cambio,communication,gestión del cambio
cd38e6b66c8eb88036926f05414c01c96cd78c82a1b5886ed7048ac142d49c64,2024-07-01T18:58:32.100000+00:00,Business,gestión de propuestas,political_strategy,propuesta electoral
cd38e6b66c8eb88036926f05414c01c96cd78c82a1b5886ed7048ac142d49c64,2024-07-01T18:58:32.100000+00:00,Business,gestión de propuestas,political_strategy,modernización
cd38e6b66c8eb88036926f05414c01c96cd78c82a1b5886ed7048ac142d49c64,2024-07-01T18:58:32.100000+00:00,Business,gestión de propuestas,political_strategy,objeciones
cd38e6b66c8eb88036926f05414c01c96cd78c82a1b5886ed7048ac142d49c64,2024-07-01T18:58:32.100000+00:00,Business,gestión de propuestas,political_strategy,preparación de respuestas
87f09843b06dfd4bc9a63650f852b4c52107181c0fcabcea895f6954270bf329,2024-07-01T18:58:32.100000+00:00,Business,Gestión de Propuestas,communication,objeciones
87f09843b06dfd4bc9a63650f852b4c52107181c0fcabcea895f6954270bf329,2024-07-01T18:58:32.100000+00:00,Business,Gestión de Propuestas,communication,respuestas
87f09843b06dfd4bc9a63650f852b4c52107181c0fcabcea895f6954270bf329,2024-07-01T18:58:32.100000+00:00,Business,Gestión de Propuestas,communication,propuestas
87f09843b06dfd4bc9a63650f852b4c52107181c0fcabcea895f6954270bf329,2024-07-01T18:58:32.100000+00:00,Business,Gestión de Propuestas,communication,elecciones
87f09843b06dfd4bc9a63650f852b4c52107181c0fcabcea895f6954270bf329,2024-07-01T18:58:32.100000+00:00,Business,Gestión de Propuestas,communication,comunicación
b86b4c8a4d633b28d35e834dffd272bbdf428c032c996377b1cb1c1d2a55bc38,2024-07-01T19:07:23.822000+00:00,Business,Gestión de Proyectos,voting_systems,votación electrónica
b86b4c8a4d633b28d35e834dffd272bbdf428c032c996377b1cb1c1d2a55bc38,2024-07-01T19:07:23.822000+00:00,Business,Gestión de Proyectos,voting_systems,Ciencias de Datos
b86b4c8a4d633b28d35e834dffd272bbdf428c032c996377b1cb1c1d2a55bc38,2024-07-01T19:07:23.822000+00:00,Business,Gestión de Proyectos,voting_systems,plan de acción
b86b4c8a4d633b28d35e834dffd272bbdf428c032c996377b1cb1c1d2a55bc38,2024-07-01T19:07:23.822000+00:00,Business,Gestión de Proyectos,voting_systems,elecciones
b86b4c8a4d633b28d35e834dffd272bbdf428c032c996377b1cb1c1d2a55bc38,2024-07-01T19:07:23.822000+00:00,Business,Gestión de Proyectos,voting_systems,tecnología
83dd88f9d58009fe254cafeaa02650fb16d637ec8a561606cdb8ab7226f0a4c3,2024-07-01T19:10:01.120000+00:00,Business,Educación,electoral_process,reformas electorales
83dd88f9d58009fe254cafeaa02650fb16d637ec8a561606cdb8ab7226f0a4c3,2024-07-01T19:10:01.120000+00:00,Business,Educación,electoral_process,modernización
83dd88f9d58009fe254cafeaa02650fb16d637ec8a561606cdb8ab7226f0a4c3,2024-07-01T19:10:01.120000+00:00,Business,Educación,electoral_process,universidad
83dd88f9d58009fe254cafeaa02650fb16d637ec8a561606cdb8ab7226f0a4c3,2024-07-01T19:10:01.120000+00:00,Business,Educación,electoral_process,votación digital
83dd88f9d58009fe254cafeaa02650fb16d637ec8a561606cdb8ab7226f0a4c3,2024-07-01T19:10:01.120000+00:00,Business,Educación,electoral_process,transparencia
47e1321c60dc02375a80600d8c6d578de3524bcd2b809a5b26382d797964e861,2024-07-01T19:13:26.324000+00:00,Business,sistemas de votación,electronic_voting,voto electrónico
47e1321c60dc02375a80600d8c6d578de3524bcd2b809a5b26382d797964e861,2024-07-01T19:13:26.324000+00:00,Business,sistemas de votación,electronic_voting,sistema electoral
47e1321c60dc02375a80600d8c6d578de3524bcd2b809a5b26382d797964e861,2024-07-01T19:13:26.324000+00:00,Business,sistemas de votación,electronic_voting,seguridad
47e1321c60dc02375a80600d8c6d578de3524bcd2b809a5b26382d797964e861,2024-07-01T19:13:26.324000+00:00,Business,sistemas de votación,electronic_voting,verificación
47e1321c60dc02375a80600d8c6d578de3524bcd2b809a5b26382d797964e861,2024-07-01T19:13:26.324000+00:00,Business,sistemas de votación,electronic_voting,universidad
d074dc6cb3dbecf10a96f4d5564c85ba968191574dda390c2ee40a713e2d9e50,2024-07-01T19:15:15.987000+00:00,Docs_And_Planning,Reglamento Electoral,electronic_voting,votación
d074dc6cb3dbecf10a96f4d5564c85ba968191574dda390c2ee40a713e2d9e50,2024-07-01T19:15:15.987000+00:00,Docs_And_Planning,Reglamento Electoral,electronic_voting,reglamento
d074dc6cb3dbecf10a96f4d5564c85ba968191574dda390c2ee40a713e2d9e50,2024-07-01T19:15:15.987000+00:00,Docs_And_Planning,Reglamento Electoral,electronic_voting,universidad
d074dc6cb3dbecf10a96f4d5564c85ba968191574dda390c2ee40a713e2d9e50,2024-07-01T19:15:15.987000+00:00,Docs_And_Planning,Reglamento Electoral,electronic_voting,electrónico
d074dc6cb3dbecf10a96f4d5564c85ba968191574dda390c2ee40a713e2d9e50,2024-07-01T19:15:15.987000+00:00,Docs_And_Planning,Reglamento Electoral,electronic_voting,CODEP
5091c082833eb11e6dcc6dd7e70281498314237607a1a8bdc8efca38514cf1d5,2024-07-01T19:17:44.797000+00:00,Business,Election Technology,digital_security,electronic voting
5091c082833eb11e6dcc6dd7e70281498314237607a1a8bdc8efca38514cf1d5,2024-07-01T19:17:44.797000+00:00,Business,Election Technology,digital_security,digital identity
5091c082833eb11e6dcc6dd7e70281498314237607a1a8bdc8efca38514cf1d5,2024-07-01T19:17:44.797000+00:00,Business,Election Technology,digital_security,security
5091c082833eb11e6dcc6dd7e70281498314237607a1a8bdc8efca38514cf1d5,2024-07-01T19:17:44.797000+00:00,Business,Election Technology,digital_security,elections
5091c082833eb11e6dcc6dd7e70281498314237607a1a8bdc8efca38514cf1d5,2024-07-01T19:17:44.797000+00:00,Business,Election Technology,digital_security,DNI
11c83b5764de9e7c3d28b4ad6020f07ab62f74bb2c4eca4a21659772b4b82955,2024-07-01T19:28:34.410000+00:00,Docs_And_Planning,study assistance,education,study
11c83b5764de9e7c3d28b4ad6020f07ab62f74bb2c4eca4a21659772b4b82955,2024-07-01T19:28:34.410000+00:00,Docs_And_Planning,study assistance,education,exam preparation
11c83b5764de9e7c3d28b4ad6020f07ab62f74bb2c4eca4a21659772b4b82955,2024-07-01T19:28:34.410000+00:00,Docs_And_Planning,study assistance,education,explanations
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,AGM
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,Algoritmos
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,Kruskal
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,Prim
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,BFS
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,DFS
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,2024-07-01T19:28:58.417000+00:00,Programming,Teoría de Grafos,graph_theory,Complejidad
88b9efae9c17e7d349064ec5da895643ff3bc08bb8d12ed6351560359d9c02f9,2024-07-01T19:29:58.762000+00:00,Software_Dev,Algorithms,algorithms,algorithms
88b9efae9c17e7d349064ec5da895643ff3bc08bb8d12ed6351560359d9c02f9,2024-07-01T19:29:58.762000+00:00,Software_Dev,Algorithms,algorithms,graph theory
88b9efae9c17e7d349064ec5da895643ff3bc08bb8d12ed6351560359d9c02f9,2024-07-01T19:29:58.762000+00:00,Software_Dev,Algorithms,algorithms,minimum spanning tree
88b9efae9c17e7d349064ec5da895643ff3bc08bb8d12ed6351560359d9c02f9,2024-07-01T19:29:58.762000+00:00,Software_Dev,Algorithms,algorithms,Prim's algorithm
e2c00dee4588f49afd42cc13b2b5e1446ba5efe60778389b374378804e0bc9de,2024-07-01T19:32:39.847000+00:00,Programming,Algoritmos de Grafos,graph_theory,algoritmos
e2c00dee4588f49afd42cc13b2b5e1446ba5efe60778389b374378804e0bc9de,2024-07-01T19:32:39.847000+00:00,Programming,Algoritmos de Grafos,graph_theory,grafos
e2c00dee4588f49afd42cc13b2b5e1446ba5efe60778389b374378804e0bc9de,2024-07-01T19:32:39.847000+00:00,Programming,Algoritmos de Grafos,graph_theory,AGM
e2c00dee4588f49afd42cc13b2b5e1446ba5efe60778389b374378804e0bc9de,2024-07-01T19:32:39.847000+00:00,Programming,Algoritmos de Grafos,graph_theory,Kruskal
e2c00dee4588f49afd42cc13b2b5e1446ba5efe60778389b374378804e0bc9de,2024-07-01T19:32:39.847000+00:00,Programming,Algoritmos de Grafos,graph_theory,Prim
366785d97e6e150d0a92b938b58642d8c0a893abe6e82e66bd40e5069ae449cc,2024-07-01T19:35:52.223000+00:00,Data,Árboles Generadores Mínimos,graph_theory,grafos
366785d97e6e150d0a92b938b58642d8c0a893abe6e82e66bd40e5069ae449cc,2024-07-01T19:35:52.223000+00:00,Data,Árboles Generadores Mínimos,graph_theory,AGM
366785d97e6e150d0a92b938b58642d8c0a893abe6e82e66bd40e5069ae449cc,2024-07-01T19:35:52.223000+00:00,Data,Árboles Generadores Mínimos,graph_theory,teoría de grafos
366785d97e6e150d0a92b938b58642d8c0a893abe6e82e66bd40e5069ae449cc,2024-07-01T19:35:52.223000+00:00,Data,Árboles Generadores Mínimos,graph_theory,matemáticas
17aa5f5908a11acbd0ab09788d7f35a237779f019637ecdd163bc42f7fdac50f,2024-07-01T19:38:24.990000+00:00,Programming,Teoría de Grafos,graph_theory,algoritmo
17aa5f5908a11acbd0ab09788d7f35a237779f019637ecdd163bc42f7fdac50f,2024-07-01T19:38:24.990000+00:00,Programming,Teoría de Grafos,graph_theory,grafos
17aa5f5908a11acbd0ab09788d7f35a237779f019637ecdd163bc42f7fdac50f,2024-07-01T19:38:24.990000+00:00,Programming,Teoría de Grafos,graph_theory,ciclos
17aa5f5908a11acbd0ab09788d7f35a237779f019637ecdd163bc42f7fdac50f,2024-07-01T19:38:24.990000+00:00,Programming,Teoría de Grafos,graph_theory,complejidad
17aa5f5908a11acbd0ab09788d7f35a237779f019637ecdd163bc42f7fdac50f,2024-07-01T19:38:24.990000+00:00,Programming,Teoría de Grafos,graph_theory,teoría de grafos
00243cbe47a4743a4ae6d2de4c3f504f7762415e3d89f44daa7832ef9b1422d4,2024-07-01T19:40:41.518000+00:00,Programming,Algoritmos de Caminos,graph_theory,algoritmos
00243cbe47a4743a4ae6d2de4c3f504f7762415e3d89f44daa7832ef9b1422d4,2024-07-01T19:40:41.518000+00:00,Programming,Algoritmos de Caminos,graph_theory,grafos
00243cbe47a4743a4ae6d2de4c3f504f7762415e3d89f44daa7832ef9b1422d4,2024-07-01T19:40:41.518000+00:00,Programming,Algoritmos de Caminos,graph_theory,Dijkstra
00243cbe47a4743a4ae6d2de4c3f504f7762415e3d89f44daa7832ef9b1422d4,2024-07-01T19:40:41.518000+00:00,Programming,Algoritmos de Caminos,graph_theory,Bellman-Ford
00243cbe47a4743a4ae6d2de4c3f504f7762415e3d89f44daa7832ef9b1422d4,2024-07-01T19:40:41.518000+00:00,Programming,Algoritmos de Caminos,graph_theory,optimización
f9ab6eda6b79f8e19cf8f3f767f31aeae8ec6829f5956462ed1bd91e9e61b54f,2024-07-01T19:44:30.641000+00:00,Programming,Algoritmos en Grafos,graph_theory,grafos
f9ab6eda6b79f8e19cf8f3f767f31aeae8ec6829f5956462ed1bd91e9e61b54f,2024-07-01T19:44:30.641000+00:00,Programming,Algoritmos en Grafos,graph_theory,algoritmos
f9ab6eda6b79f8e19cf8f3f767f31aeae8ec6829f5956462ed1bd91e9e61b54f,2024-07-01T19:44:30.641000+00:00,Programming,Algoritmos en Grafos,graph_theory,BFS
f9ab6eda6b79f8e19cf8f3f767f31aeae8ec6829f5956462ed1bd91e9e61b54f,2024-07-01T19:44:30.641000+00:00,Programming,Algoritmos en Grafos,graph_theory,paridad
f9ab6eda6b79f8e19cf8f3f767f31aeae8ec6829f5956462ed1bd91e9e61b54f,2024-07-01T19:44:30.641000+00:00,Programming,Algoritmos en Grafos,graph_theory,modelos
f999aa4db73306840a1864d3422f8a6d709a129b858e6d8b142dd592cca83267,2024-07-01T19:47:44.842000+00:00,Data,Teoría de Redes,graph_theory,redes_de_flujo
f999aa4db73306840a1864d3422f8a6d709a129b858e6d8b142dd592cca83267,2024-07-01T19:47:44.842000+00:00,Data,Teoría de Redes,graph_theory,teoría_de_redes
f999aa4db73306840a1864d3422f8a6d709a129b858e6d8b142dd592cca83267,2024-07-01T19:47:44.842000+00:00,Data,Teoría de Redes,graph_theory,análisis_de_afirmaciones
405152e133d5d6f623f360f21455726f6b7dd09726300c6ba4605744e079bf50,2024-07-01T19:50:37.615000+00:00,Data,Teoría de Grafos,graph_theory,AGM
405152e133d5d6f623f360f21455726f6b7dd09726300c6ba4605744e079bf50,2024-07-01T19:50:37.615000+00:00,Data,Teoría de Grafos,graph_theory,Corte Mínimo
405152e133d5d6f623f360f21455726f6b7dd09726300c6ba4605744e079bf50,2024-07-01T19:50:37.615000+00:00,Data,Teoría de Grafos,graph_theory,Red de Flujo
405152e133d5d6f623f360f21455726f6b7dd09726300c6ba4605744e079bf50,2024-07-01T19:50:37.615000+00:00,Data,Teoría de Grafos,graph_theory,Algoritmos
405152e133d5d6f623f360f21455726f6b7dd09726300c6ba4605744e079bf50,2024-07-01T19:50:37.615000+00:00,Data,Teoría de Grafos,graph_theory,Teoría de Grafos
c6e076c99bfa46b11f36cd51c62db211d2e2cca19d4344d11a5de6029a2b90c9,2024-07-01T19:52:46.516000+00:00,Data,teoría de grafos,graph_theory,red de flujo
c6e076c99bfa46b11f36cd51c62db211d2e2cca19d4344d11a5de6029a2b90c9,2024-07-01T19:52:46.516000+00:00,Data,teoría de grafos,graph_theory,corte mínimo
c6e076c99bfa46b11f36cd51c62db211d2e2cca19d4344d11a5de6029a2b90c9,2024-07-01T19:52:46.516000+00:00,Data,teoría de grafos,graph_theory,teorema
c6e076c99bfa46b11f36cd51c62db211d2e2cca19d4344d11a5de6029a2b90c9,2024-07-01T19:52:46.516000+00:00,Data,teoría de grafos,graph_theory,matemáticas
c6e076c99bfa46b11f36cd51c62db211d2e2cca19d4344d11a5de6029a2b90c9,2024-07-01T19:52:46.516000+00:00,Data,teoría de grafos,graph_theory,grafos
8541a3062f34a1f373646f7b46e519d3c69813bf69717c2d581eb52a42272093,2024-07-01T19:53:27.511000+00:00,Data,Redes de Flujo,graph_theory,redes de flujo
8541a3062f34a1f373646f7b46e519d3c69813bf69717c2d581eb52a42272093,2024-07-01T19:53:27.511000+00:00,Data,Redes de Flujo,graph_theory,teoría de grafos
8541a3062f34a1f373646f7b46e519d3c69813bf69717c2d581eb52a42272093,2024-07-01T19:53:27.511000+00:00,Data,Redes de Flujo,graph_theory,análisis de afirmaciones
bec81efe19f9be631804e2b3a22a2353f2267b2c7e6854db656b9625e3fbde87,2024-07-01T19:56:54.827000+00:00,Programming,Algoritmos de Flujo,algorithm,algoritmos
bec81efe19f9be631804e2b3a22a2353f2267b2c7e6854db656b9625e3fbde87,2024-07-01T19:56:54.827000+00:00,Programming,Algoritmos de Flujo,algorithm,flujo máximo
bec81efe19f9be631804e2b3a22a2353f2267b2c7e6854db656b9625e3fbde87,2024-07-01T19:56:54.827000+00:00,Programming,Algoritmos de Flujo,algorithm,redes bipartitas
bec81efe19f9be631804e2b3a22a2353f2267b2c7e6854db656b9625e3fbde87,2024-07-01T19:56:54.827000+00:00,Programming,Algoritmos de Flujo,algorithm,complejidad
aa0f922c8f07f505c1e7456dfd33793fb55f879ce4183257fa52a6bd1a36ea94,2024-07-02T12:17:45.701000+00:00,Docs_And_Planning,Informes,data_science,Ciencias de Datos
aa0f922c8f07f505c1e7456dfd33793fb55f879ce4183257fa52a6bd1a36ea94,2024-07-02T12:17:45.701000+00:00,Docs_And_Planning,Informes,data_science,Mercado Laboral
aa0f922c8f07f505c1e7456dfd33793fb55f879ce4183257fa52a6bd1a36ea94,2024-07-02T12:17:45.701000+00:00,Docs_And_Planning,Informes,data_science,Interdisciplinariedad
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,2024-07-02T12:21:44.464000+00:00,Docs_And_Planning,Informes,education,Licenciatura en Ciencias de Datos
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,2024-07-02T12:21:44.464000+00:00,Docs_And_Planning,Informes,education,reunión
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,2024-07-02T12:21:44.464000+00:00,Docs_And_Planning,Informes,education,propuestas
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,2024-07-02T12:21:44.464000+00:00,Docs_And_Planning,Informes,education,docencia
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,2024-07-02T12:21:44.464000+00:00,Docs_And_Planning,Informes,education,salarios
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,2024-07-02T12:21:44.464000+00:00,Docs_And_Planning,Informes,education,colaboración interdisciplinaria
bad377129981bef45caabb75092bf0848315c22e62419c80f9969cb9cfeb22c5,2024-07-02T20:18:24.032000+00:00,Business,Acuerdos Legales,real_estate,desalojo
bad377129981bef45caabb75092bf0848315c22e62419c80f9969cb9cfeb22c5,2024-07-02T20:18:24.032000+00:00,Business,Acuerdos Legales,real_estate,acuerdo
bad377129981bef45caabb75092bf0848315c22e62419c80f9969cb9cfeb22c5,2024-07-02T20:18:24.032000+00:00,Business,Acuerdos Legales,real_estate,legal
bad377129981bef45caabb75092bf0848315c22e62419c80f9969cb9cfeb22c5,2024-07-02T20:18:24.032000+00:00,Business,Acuerdos Legales,real_estate,inmuebles
bad377129981bef45caabb75092bf0848315c22e62419c80f9969cb9cfeb22c5,2024-07-02T20:18:24.032000+00:00,Business,Acuerdos Legales,real_estate,sugerencias
c0401926f35f77e248b0851ce799910acf34f338036f71725a62e5db5216c4d4,2024-07-02T20:23:13.864000+00:00,Business,contratos,legal,acuerdo
c0401926f35f77e248b0851ce799910acf34f338036f71725a62e5db5216c4d4,2024-07-02T20:23:13.864000+00:00,Business,contratos,legal,desalojo
c0401926f35f77e248b0851ce799910acf34f338036f71725a62e5db5216c4d4,2024-07-02T20:23:13.864000+00:00,Business,contratos,legal,obligaciones
c0401926f35f77e248b0851ce799910acf34f338036f71725a62e5db5216c4d4,2024-07-02T20:23:13.864000+00:00,Business,contratos,legal,propietario
c0401926f35f77e248b0851ce799910acf34f338036f71725a62e5db5216c4d4,2024-07-02T20:23:13.864000+00:00,Business,contratos,legal,inquilino
dc991147319ecb77d6c39fe2dcc74d5901dddf74e8a7b7dbe36358abcadc15dc,2024-07-02T20:24:48.814000+00:00,Docs_And_Planning,Legal Agreements,legal,legal
dc991147319ecb77d6c39fe2dcc74d5901dddf74e8a7b7dbe36358abcadc15dc,2024-07-02T20:24:48.814000+00:00,Docs_And_Planning,Legal Agreements,legal,agreement
dc991147319ecb77d6c39fe2dcc74d5901dddf74e8a7b7dbe36358abcadc15dc,2024-07-02T20:24:48.814000+00:00,Docs_And_Planning,Legal Agreements,legal,property
dc991147319ecb77d6c39fe2dcc74d5901dddf74e8a7b7dbe36358abcadc15dc,2024-07-02T20:24:48.814000+00:00,Docs_And_Planning,Legal Agreements,legal,obligations
b84a09aa1811fe4cb1654bbad298f9eb523ba6e477dc8d695be285926ae1dffb,2024-07-02T21:41:23.088000+00:00,Docs_And_Planning,time blocking,time_management,time management
b84a09aa1811fe4cb1654bbad298f9eb523ba6e477dc8d695be285926ae1dffb,2024-07-02T21:41:23.088000+00:00,Docs_And_Planning,time blocking,time_management,planning
b84a09aa1811fe4cb1654bbad298f9eb523ba6e477dc8d695be285926ae1dffb,2024-07-02T21:41:23.088000+00:00,Docs_And_Planning,time blocking,time_management,organization
e886c709cbb69210a7ccc40dcf0cdd95e5451247ad4f83feb11223f617d7a8fa,2024-07-02T21:45:35.419000+00:00,AI,Categorization,artificial_intelligence,AI
e886c709cbb69210a7ccc40dcf0cdd95e5451247ad4f83feb11223f617d7a8fa,2024-07-02T21:45:35.419000+00:00,AI,Categorization,artificial_intelligence,productivity
e886c709cbb69210a7ccc40dcf0cdd95e5451247ad4f83feb11223f617d7a8fa,2024-07-02T21:45:35.419000+00:00,AI,Categorization,artificial_intelligence,categorization
e886c709cbb69210a7ccc40dcf0cdd95e5451247ad4f83feb11223f617d7a8fa,2024-07-02T21:45:35.419000+00:00,AI,Categorization,artificial_intelligence,workflow
e886c709cbb69210a7ccc40dcf0cdd95e5451247ad4f83feb11223f617d7a8fa,2024-07-02T21:45:35.419000+00:00,AI,Categorization,artificial_intelligence,personal_development
