chunk_id,document_id,source_uri,conversation_id,message_id,title,category,subtopic,domain,timestamp_ms,timestamp_utc,tags
b86b4c8a4d633b28d35e834dffd272bbdf428c032c996377b1cb1c1d2a55bc38,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:48c0a617-dfee-407b-8622-367fda87f442,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,48c0a617-dfee-407b-8622-367fda87f442,Plan de Acción para Implementar un Sistema de Votación Electrónica,Business,Gestión de Proyectos,voting_systems,1719860843822,2024-07-01T19:07:23.822000+00:00,"['votación electrónica', 'Ciencias de Datos', 'plan de acción', 'elecciones', 'tecnología']"
83dd88f9d58009fe254cafeaa02650fb16d637ec8a561606cdb8ab7226f0a4c3,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:f5f05602-0005-49b1-8d02-58d635818071,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,f5f05602-0005-49b1-8d02-58d635818071,Propuestas para Modernizar el Proceso Electoral Universitario,Business,Educación,electoral_process,1719861001120,2024-07-01T19:10:01.120000+00:00,"['reformas electorales', 'modernización', 'universidad', 'votación digital', 'transparencia']"
47e1321c60dc02375a80600d8c6d578de3524bcd2b809a5b26382d797964e861,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:6ddae57f-7b8b-46ed-810a-425e90cc2aaa,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,6ddae57f-7b8b-46ed-810a-425e90cc2aaa,Propuesta de Sistema de Voto Electrónico Seguro por Correo,Business,sistemas de votación,electronic_voting,1719861206324,2024-07-01T19:13:26.324000+00:00,"['voto electrónico', 'sistema electoral', 'seguridad', 'verificación', 'universidad']"
d074dc6cb3dbecf10a96f4d5564c85ba968191574dda390c2ee40a713e2d9e50,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:2a896d76-5e4b-4e3a-ae27-ead88ef18c0e,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,2a896d76-5e4b-4e3a-ae27-ead88ef18c0e,Adaptación del Reglamento de CODEP sobre Votación Electrónica,Docs_And_Planning,Reglamento Electoral,electronic_voting,1719861315987,2024-07-01T19:15:15.987000+00:00,"['votación', 'reglamento', 'universidad', 'electrónico', 'CODEP']"
5091c082833eb11e6dcc6dd7e70281498314237607a1a8bdc8efca38514cf1d5,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:aef39d3a-b144-479b-96da-87b28b10a7b0,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,aef39d3a-b144-479b-96da-87b28b10a7b0,Digital ID Copy Inclusion in Electronic Voting,Business,Election Technology,digital_security,1719861464797,2024-07-01T19:17:44.797000+00:00,"['electronic voting', 'digital identity', 'security', 'elections', 'DNI']"
11c83b5764de9e7c3d28b4ad6020f07ab62f74bb2c4eca4a21659772b4b82955,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:6d1da742-4cc8-40e9-b54a-ad5783db4a08,53487491-9547-4bff-ac75-509a3fb5a39b,6d1da742-4cc8-40e9-b54a-ad5783db4a08,Study Assistance Offer,Docs_And_Planning,study assistance,education,1719862114410,2024-07-01T19:28:34.410000+00:00,"['study', 'exam preparation', 'explanations']"
2a878988e5db50b6441123cf97c0d36a10e75944dfef5bb1497c8b05026997c8,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:4b6d2bf2-4776-4d6e-a5f9-f6c175a63fb9,53487491-9547-4bff-ac75-509a3fb5a39b,4b6d2bf2-4776-4d6e-a5f9-f6c175a63fb9,Árbol Generador Mínimo y Algoritmos Eficientes,Programming,Teoría de Grafos,graph_theory,1719862138417,2024-07-01T19:28:58.417000+00:00,"['AGM', 'Algoritmos', 'Kruskal', 'Prim', 'BFS', 'DFS', 'Complejidad']"
88b9efae9c17e7d349064ec5da895643ff3bc08bb8d12ed6351560359d9c02f9,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:9353269e-49df-4c13-b3b6-eb8d6eb338f7,53487491-9547-4bff-ac75-509a3fb5a39b,9353269e-49df-4c13-b3b6-eb8d6eb338f7,Understanding Prim's Algorithm for Minimum Spanning Trees,Software_Dev,Algorithms,algorithms,1719862198762,2024-07-01T19:29:58.762000+00:00,"['algorithms', 'graph theory', 'minimum spanning tree', ""Prim's algorithm""]"
e2c00dee4588f49afd42cc13b2b5e1446ba5efe60778389b374378804e0bc9de,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:282a239c-c913-4634-ac3c-8196ecc0c442,53487491-9547-4bff-ac75-509a3fb5a39b,282a239c-c913-4634-ac3c-8196ecc0c442,Análisis de Algoritmos para Árbol Generador Mínimo,Programming,Algoritmos de Grafos,graph_theory,1719862359847,2024-07-01T19:32:39.847000+00:00,"['algoritmos', 'grafos', 'AGM', 'Kruskal', 'Prim']"
366785d97e6e150d0a92b938b58642d8c0a893abe6e82e66bd40e5069ae449cc,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:3565f10f-8873-416b-999c-92d4719fd484,53487491-9547-4bff-ac75-509a3fb5a39b,3565f10f-8873-416b-999c-92d4719fd484,Análisis de Afirmaciones sobre Árboles Generadores Mínimos,Data,Árboles Generadores Mínimos,graph_theory,1719862552223,2024-07-01T19:35:52.223000+00:00,"['grafos', 'AGM', 'teoría de grafos', 'matemáticas']"
17aa5f5908a11acbd0ab09788d7f35a237779f019637ecdd163bc42f7fdac50f,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:690ac882-3b86-4e00-a834-3e9fb871db35,53487491-9547-4bff-ac75-509a3fb5a39b,690ac882-3b86-4e00-a834-3e9fb871db35,Análisis del Algoritmo de Facundo para Encontrar Ciclos en Grafos,Programming,Teoría de Grafos,graph_theory,1719862704990,2024-07-01T19:38:24.990000+00:00,"['algoritmo', 'grafos', 'ciclos', 'complejidad', 'teoría de grafos']"
00243cbe47a4743a4ae6d2de4c3f504f7762415e3d89f44daa7832ef9b1422d4,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:706c963d-a0e4-4ea4-8b47-e45693ad554a,53487491-9547-4bff-ac75-509a3fb5a39b,706c963d-a0e4-4ea4-8b47-e45693ad554a,Resolución del Problema de Caminos en Grafos,Programming,Algoritmos de Caminos,graph_theory,1719862841518,2024-07-01T19:40:41.518000+00:00,"['algoritmos', 'grafos', 'Dijkstra', 'Bellman-Ford', 'optimización']"
f9ab6eda6b79f8e19cf8f3f767f31aeae8ec6829f5956462ed1bd91e9e61b54f,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:29fe64ad-5a42-4fd7-a0fd-fe9dd2e74152,53487491-9547-4bff-ac75-509a3fb5a39b,29fe64ad-5a42-4fd7-a0fd-fe9dd2e74152,Análisis del Modelo de Rocío para el Camino Mínimo Par en Grafos Dirigidos,Programming,Algoritmos en Grafos,graph_theory,1719863070641,2024-07-01T19:44:30.641000+00:00,"['grafos', 'algoritmos', 'BFS', 'paridad', 'modelos']"
f999aa4db73306840a1864d3422f8a6d709a129b858e6d8b142dd592cca83267,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:1f50e8c5-f387-44d3-a158-6097736781dd,53487491-9547-4bff-ac75-509a3fb5a39b,1f50e8c5-f387-44d3-a158-6097736781dd,Análisis de Afirmaciones sobre Redes de Flujo,Data,Teoría de Redes,graph_theory,1719863264842,2024-07-01T19:47:44.842000+00:00,"['redes_de_flujo', 'teoría_de_redes', 'análisis_de_afirmaciones']"
405152e133d5d6f623f360f21455726f6b7dd09726300c6ba4605744e079bf50,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:581abbb3-ac7b-4701-ba4e-f1dd40938259,53487491-9547-4bff-ac75-509a3fb5a39b,581abbb3-ac7b-4701-ba4e-f1dd40938259,Diferencias entre AGM y Redes de Flujo en Cortes Mínimos,Data,Teoría de Grafos,graph_theory,1719863437615,2024-07-01T19:50:37.615000+00:00,"['AGM', 'Corte Mínimo', 'Red de Flujo', 'Algoritmos', 'Teoría de Grafos']"
c6e076c99bfa46b11f36cd51c62db211d2e2cca19d4344d11a5de6029a2b90c9,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:12ac9e1f-ab1a-4b18-a00e-8d81022b785c,53487491-9547-4bff-ac75-509a3fb5a39b,12ac9e1f-ab1a-4b18-a00e-8d81022b785c,Red de Flujo y Corte Mínimo,Data,teoría de grafos,graph_theory,1719863566516,2024-07-01T19:52:46.516000+00:00,"['red de flujo', 'corte mínimo', 'teorema', 'matemáticas', 'grafos']"
8541a3062f34a1f373646f7b46e519d3c69813bf69717c2d581eb52a42272093,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:87a922f9-13e3-456a-b76f-c35de59b69d0,53487491-9547-4bff-ac75-509a3fb5a39b,87a922f9-13e3-456a-b76f-c35de59b69d0,Análisis de Afirmaciones sobre Redes de Flujo,Data,Redes de Flujo,graph_theory,1719863607511,2024-07-01T19:53:27.511000+00:00,"['redes de flujo', 'teoría de grafos', 'análisis de afirmaciones']"
bec81efe19f9be631804e2b3a22a2353f2267b2c7e6854db656b9625e3fbde87,53487491-9547-4bff-ac75-509a3fb5a39b,chatgpt:53487491-9547-4bff-ac75-509a3fb5a39b:129b7421-813a-4ad0-81a9-621cb47f2455,53487491-9547-4bff-ac75-509a3fb5a39b,129b7421-813a-4ad0-81a9-621cb47f2455,Modelado de Problemas de Piezas Acoplables con Algoritmos de Flujo,Programming,Algoritmos de Flujo,algorithm,1719863814827,2024-07-01T19:56:54.827000+00:00,"['algoritmos', 'flujo máximo', 'redes bipartitas', 'complejidad']"
aa0f922c8f07f505c1e7456dfd33793fb55f879ce4183257fa52a6bd1a36ea94,5461b0bb-ae91-496f-ae70-b62acdb8368c,chatgpt:5461b0bb-ae91-496f-ae70-b62acdb8368c:fd638a7c-5a47-4821-b2a4-edde799eaa61,5461b0bb-ae91-496f-ae70-b62acdb8368c,fd638a7c-5a47-4821-b2a4-edde799eaa61,Informe Ejecutivo sobre Graduados en Ciencias de Datos,Docs_And_Planning,Informes,data_science,1719922665701,2024-07-02T12:17:45.701000+00:00,"['Ciencias de Datos', 'Mercado Laboral', 'Interdisciplinariedad']"
634d04d7b7ad5df7502283217043fbea5207a2fc80ac0252fca5991186a9a2b3,5461b0bb-ae91-496f-ae70-b62acdb8368c,chatgpt:5461b0bb-ae91-496f-ae70-b62acdb8368c:7e0b6773-3ca0-4ee9-a701-2e0f2f09dc4d,5461b0bb-ae91-496f-ae70-b62acdb8368c,7e0b6773-3ca0-4ee9-a701-2e0f2f09dc4d,Informe Ejecutivo sobre la Licenciatura en Ciencias de Datos,Docs_And_Planning,Informes,education,1719922904464,2024-07-02T12:21:44.464000+00:00,"['Licenciatura en Ciencias de Datos', 'reunión', 'propuestas', 'docencia', 'salarios', 'colaboración interdisciplinaria']"
bad377129981bef45caabb75092bf0848315c22e62419c80f9969cb9cfeb22c5,089da39e-a171-49b4-a842-1f91d4b08825,chatgpt:089da39e-a171-49b4-a842-1f91d4b08825:77ff1587-63fc-42d7-843c-34854d06b7a7,089da39e-a171-49b4-a842-1f91d4b08825,77ff1587-63fc-42d7-843c-34854d06b7a7,Acuerdo de Desalojo: Estructura y Sugerencias,Business,Acuerdos Legales,real_estate,1719951504032,2024-07-02T20:18:24.032000+00:00,"['desalojo', 'acuerdo', 'legal', 'inmuebles', 'sugerencias']"
c0401926f35f77e248b0851ce799910acf34f338036f71725a62e5db5216c4d4,089da39e-a171-49b4-a842-1f91d4b08825,chatgpt:089da39e-a171-49b4-a842-1f91d4b08825:3cd79c8c-7d25-4062-8617-dbd073de89ea,089da39e-a171-49b4-a842-1f91d4b08825,3cd79c8c-7d25-4062-8617-dbd073de89ea,Obligaciones del Propietario en Acuerdo de Desalojo,Business,contratos,legal,1719951793864,2024-07-02T20:23:13.864000+00:00,"['acuerdo', 'desalojo', 'obligaciones', 'propietario', 'inquilino']"
dc991147319ecb77d6c39fe2dcc74d5901dddf74e8a7b7dbe36358abcadc15dc,089da39e-a171-49b4-a842-1f91d4b08825,chatgpt:089da39e-a171-49b4-a842-1f91d4b08825:317a6ca1-19cd-47fe-bd6d-e717407d1438,089da39e-a171-49b4-a842-1f91d4b08825,317a6ca1-19cd-47fe-bd6d-e717407d1438,Revised Agreement Paragraph for Property Owner Obligations,Docs_And_Planning,Legal Agreements,legal,1719951888814,2024-07-02T20:24:48.814000+00:00,"['legal', 'agreement', 'property', 'obligations']"
b84a09aa1811fe4cb1654bbad298f9eb523ba6e477dc8d695be285926ae1dffb,a20b796b-e113-4b7d-ab01-1a227dbbe669,chatgpt:a20b796b-e113-4b7d-ab01-1a227dbbe669:a2aa4754-4969-4355-92dc-1d40cd2ea19a,a20b796b-e113-4b7d-ab01-1a227dbbe669,a2aa4754-4969-4355-92dc-1d40cd2ea19a,Monthly Time Block Planning,Docs_And_Planning,time blocking,time_management,1719956483088,2024-07-02T21:41:23.088000+00:00,"['time management', 'planning', 'organization']"
e886c709cbb69210a7ccc40dcf0cdd95e5451247ad4f83feb11223f617d7a8fa,a20b796b-e113-4b7d-ab01-1a227dbbe669,chatgpt:a20b796b-e113-4b7d-ab01-1a227dbbe669:be02ff7f-dc33-4b6e-aa92-76c86fcd6d7f,a20b796b-e113-4b7d-ab01-1a227dbbe669,be02ff7f-dc33-4b6e-aa92-76c86fcd6d7f,Categorization of AI Chat Uses,AI,Categorization,artificial_intelligence,1719956735419,2024-07-02T21:45:35.419000+00:00,"['AI', 'productivity', 'categorization', 'workflow', 'personal_development']"
fa8fc7c35260183db6b2ce4fac5984b95fb02847d2bb3c12da0259797ccabdd0,a20b796b-e113-4b7d-ab01-1a227dbbe669,chatgpt:a20b796b-e113-4b7d-ab01-1a227dbbe669:e69f600a-7a7f-4d58-8c31-61b2e5ef11a8,a20b796b-e113-4b7d-ab01-1a227dbbe669,e69f600a-7a7f-4d58-8c31-61b2e5ef11a8,Pedagogical Plan for Google Cloud Certifications: ML Engineer and Data Engineer,Docs_And_Planning,Certification Preparation,google_cloud,1719963671175,2024-07-02T23:41:11.175000+00:00,"['Google Cloud', 'Machine Learning', 'Data Engineering', 'Certification', 'Pedagogy']"
e3f023d9103831a4cee2d7df5a8b2da6822f6618ebaeb181827dff3c934158a6,796a1901-dcde-480d-a33d-063ce2f4535c,chatgpt:796a1901-dcde-480d-a33d-063ce2f4535c:e4741666-29af-45d7-ae29-59601c15a824,796a1901-dcde-480d-a33d-063ce2f4535c,e4741666-29af-45d7-ae29-59601c15a824,Optimized Work Schedule Based on Daylight Hours,Business,Work-Life Balance,workplace_productivity,1719950171072,2024-07-02T19:56:11.072000+00:00,"['work schedule', 'daylight optimization', 'productivity']"
04062d15e1c13364101aa6aa9e4f155997981dec2e925f8d52dde0dc13116c8b,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:8b3b4a74-d8f1-431b-b0f0-e9fb7b686fd6,7a86ba5e-9d2d-477a-817b-d9de14248b3d,8b3b4a74-d8f1-431b-b0f0-e9fb7b686fd6,Evaluación de Herramientas de IA,AI,Evaluación de Herramientas,ai_tools,1720029076960,2024-07-03T17:51:16.960000+00:00,"['IA', 'evaluación', 'herramientas', 'contenido', 'GPT-3', 'Jasper', 'Manuscriptr', 'AX Semantics']"
af7d6edc723286131ce0201f45770c82772b52d63663b855e05d8fdc178c92b5,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:e7b9ce1e-b022-419b-8083-dc80831e7976,7a86ba5e-9d2d-477a-817b-d9de14248b3d,e7b9ce1e-b022-419b-8083-dc80831e7976,Structured Prompting System for Technical Book Writing,Software_Dev,Writing,GPT-3 API,1720030410759,2024-07-03T18:13:30.759000+00:00,"['GPT-3', 'technical writing', 'prompt engineering', 'book development']"
d18574022ba41e28f5da95e39b8eef688e9dd33a9618a92277d8231c57ff819d,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:842ce1a2-191f-4a58-8772-dd783ccc09db,7a86ba5e-9d2d-477a-817b-d9de14248b3d,842ce1a2-191f-4a58-8772-dd783ccc09db,Mastering Data Engineering and Machine Learning on GCP: Chapter 1 Overview,Data,Data Processing Systems,data_engineering,1720031208641,2024-07-03T18:26:48.641000+00:00,"['data engineering', 'machine learning', 'Google Cloud Platform', 'GCP', 'data processing systems']"
2419db6c0d66bde74d5dc3903456ce0a95d95bfb94ca505fe85293be9c24c791,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:07d79797-7a03-4381-8e0e-266160100b66,7a86ba5e-9d2d-477a-817b-d9de14248b3d,07d79797-7a03-4381-8e0e-266160100b66,Chapter Context for Data Processing Systems,Data,Data Processing Systems,data_engineering,1720031345444,2024-07-03T18:29:05.444000+00:00,"['data processing', 'GCP', 'data engineering', 'machine learning', 'cloud computing']"
9b28bbc560f1b79b4d7d1271667b0a31609d753fd158c4f8ec98b57c167c15f1,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:380f15f6-7ae3-460d-8988-a3ec92b0983f,7a86ba5e-9d2d-477a-817b-d9de14248b3d,380f15f6-7ae3-460d-8988-a3ec92b0983f,Chapter Context for Data Ingestion and Pipelines,Data,Data Ingestion and Pipelines,data_engineering,1720032011945,2024-07-03T18:40:11.945000+00:00,"['data ingestion', 'data pipelines', 'GCP', 'machine learning', 'data engineering']"
e18234c63262d7cbf84e7966129f157f64bb201a5d8a606de4f73119f1ba18f7,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:34807520-e07c-41a7-9001-7344e69dd474,7a86ba5e-9d2d-477a-817b-d9de14248b3d,34807520-e07c-41a7-9001-7344e69dd474,Chapter Context for Data Ingestion and Pipelines,Data,Data Ingestion,data_engineering,1720032153093,2024-07-03T18:42:33.093000+00:00,"['data ingestion', 'data pipelines', 'GCP', 'data engineering', 'machine learning']"
f246e446e90f1a4d603bd3db6720347ef67a477e5808ae9121eceb36163ea8d8,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:00bd01af-c3b6-4ee1-bfbe-80a825f02cae,7a86ba5e-9d2d-477a-817b-d9de14248b3d,00bd01af-c3b6-4ee1-bfbe-80a825f02cae,AI Agents Workflow for Book Creation,Automation,AI Agents,content_creation,1720032770896,2024-07-03T18:52:50.896000+00:00,"['AI', 'Automation', 'Book Creation', 'Content Generation', 'Workflow']"
a8c8ed30225fca8cc01a84e3421de4ef14c3e552527f840d61dfd381fb9aaf0f,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:ae6713a8-b46f-4b7f-8a6e-6701067f363b,7a86ba5e-9d2d-477a-817b-d9de14248b3d,ae6713a8-b46f-4b7f-8a6e-6701067f363b,Introduction to Performing Tasks,Automation,task execution,,1720035119320,2024-07-03T19:31:59.320000+00:00,"['task', 'performance', 'introduction']"
f2c81fcc871cde50ff5cd0697ac4456f7eb48c91bc643126bdc4f96657cd3e82,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:17f0eba2-db99-4d0f-a885-ea6f8c8428d5,7a86ba5e-9d2d-477a-817b-d9de14248b3d,17f0eba2-db99-4d0f-a885-ea6f8c8428d5,Google Sheets Formula for Checking Empty Cells,Automation,Google Sheets,google_sheets,1720035128876,2024-07-03T19:32:08.876000+00:00,"['Google Sheets', 'formulas', 'conditional statements']"
cf870021f16fd045be5515a9ff57b27d376e1caf7bd25572b856d3d6988b2579,7a86ba5e-9d2d-477a-817b-d9de14248b3d,chatgpt:7a86ba5e-9d2d-477a-817b-d9de14248b3d:f320d469-ba37-4e8c-a24b-409c6b17b6b1,7a86ba5e-9d2d-477a-817b-d9de14248b3d,f320d469-ba37-4e8c-a24b-409c6b17b6b1,Using IFNA Function in Google Sheets,Data,Google Sheets,google_sheets,1720035406612,2024-07-03T19:36:46.612000+00:00,"['Google Sheets', 'IFNA', 'Formulas', 'Data Handling']"
8edb401867c869934eb29f1202f8f833a8ef57b18879c66c4948a521244c046d,089da39e-a171-49b4-a842-1f91d4b08825,chatgpt:089da39e-a171-49b4-a842-1f91d4b08825:11063c38-4419-4bd2-bae9-2973c05aae6b,089da39e-a171-49b4-a842-1f91d4b08825,11063c38-4419-4bd2-bae9-2973c05aae6b,Propiedad de Antonio Iglesias,Other,propiedad,,1720028405877,2024-07-03T17:40:05.877000+00:00,"['propiedad', 'familia', 'Antonio Iglesias']"
